dyn_window_months,dyn_quantile,pe_window_years,band,base_position,trend_sensitivity,cheap_threshold,expensive_threshold,max_weight,period_years,start_date,end_date,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,calmar_ratio,benchmark_return,benchmark_ann_return,benchmark_volatility,benchmark_sharpe,benchmark_max_dd,excess_return,num_trades,avg_position
36,0.1,5,0.08,0.5,0.3,0.2,0.75,1.2,20,2006-01-31,2026-01-31,0.3345359958789369,0.014656809683277094,0.08746712716707365,-0.061087982305817745,-0.3001097592547528,0.048838164142591026,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.06286823079417658,79,0.2499687698610489
36,0.1,5,0.08,0.5,0.3,0.2,0.8,1.2,10,2016-01-31,2026-01-31,0.3353345386208524,0.029845018917147303,0.06707066087564098,0.14678577471305132,-0.1398202878535506,0.21345270686616896,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.019713387175086083,45,0.24659153940401127
36,0.1,5,0.08,0.5,0.3,0.2,0.8,1.2,20,2006-01-31,2026-01-31,0.3820715339225682,0.016448952265111894,0.09019658275307575,-0.039370091709677486,-0.30593829469582,0.053765587866227434,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.061076088212341784,81,0.26474291437789294
36,0.1,5,0.08,0.5,0.3,0.2,0.85,1.2,10,2016-01-31,2026-01-31,0.36890874678455376,0.03244896457865476,0.06886863474067376,0.18076392287333107,-0.14020135269749234,0.2314454458129857,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.017109441513578627,45,0.2621977644893835
36,0.1,5,0.08,0.5,0.3,0.2,0.85,1.2,20,2006-01-31,2026-01-31,0.42902994161403485,0.018162763426340378,0.09260486977208675,-0.019839524402780466,-0.3103867088443133,0.05851656307696677,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.0593622770511133,81,0.27703026914387474
36,0.1,5,0.08,0.5,0.3,0.25,0.75,1.2,10,2016-01-31,2026-01-31,0.3334429737928899,0.029696569417765772,0.06893973198147152,0.14065284472489473,-0.14097013784156376,0.21065858253711667,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.019861836674467614,45,0.24575289409048393
36,0.1,5,0.08,0.5,0.3,0.25,0.75,1.2,20,2006-01-31,2026-01-31,0.3266715838999026,0.014354482276900393,0.08974527825107827,-0.06290601392203915,-0.3014217524795224,0.04762258250713206,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.06317055820055328,81,0.2597230274697443
36,0.1,5,0.08,0.5,0.3,0.25,0.8,1.2,10,2016-01-31,2026-01-31,0.367584177395039,0.032347326401252374,0.07081660175453225,0.17435638106515253,-0.14131580961176182,0.22890097357203323,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.017211079690981013,47,0.2604192179870556
36,0.1,5,0.08,0.5,0.3,0.25,0.8,1.2,20,2006-01-31,2026-01-31,0.42908352612433176,0.01816468834199636,0.09266834109889203,-0.01980516362157673,-0.3076717019183679,0.059039190893206854,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.05936035213545732,82,0.2751075460903376
36,0.1,5,0.08,0.5,0.3,0.25,0.85,1.2,10,2016-01-31,2026-01-31,0.38141295255480623,0.03340412045020802,0.07242647690940918,0.18507210376909336,-0.14160383858021253,0.23589841055958388,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.016154285642025368,45,0.27535180874005943
36,0.1,5,0.08,0.5,0.3,0.25,0.85,1.2,20,2006-01-31,2026-01-31,0.48160850162793767,0.020019348383107483,0.09569372870402047,0.00020219071165391038,-0.31288124869446987,0.06398385479040478,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.057505692094346195,80,0.2878037794278645
36,0.1,5,0.1,0.5,0.3,0.15,0.75,1.2,10,2016-01-31,2026-01-31,0.29652942338282307,0.026761070928015274,0.062102474287800274,0.10886959023053695,-0.13690352661609984,0.19547393401382382,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.022797335164218113,37,0.21645246626820724
36,0.1,5,0.1,0.5,0.3,0.15,0.75,1.2,20,2006-01-31,2026-01-31,0.3006808078950969,0.013343083276282863,0.08581858725625707,-0.07756963772707384,-0.3072921828843431,0.04342148619284877,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.06418195720117081,67,0.2395906423678203
36,0.1,5,0.1,0.5,0.3,0.15,0.8,1.2,10,2016-01-31,2026-01-31,0.2818749591966647,0.0255748345915483,0.06382240126172167,0.08734918275304507,-0.14332949967007524,0.17843385102451376,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.023983571500685086,38,0.2449729738840426
36,0.1,5,0.1,0.5,0.3,0.15,0.8,1.2,20,2006-01-31,2026-01-31,0.29167186587760563,0.012988027851326578,0.08854226984346864,-0.07919349889120404,-0.3114862239507036,0.04169695753023764,3.396862327993081,0.07752504047745368,0.2757623533875921,0.20860367548648143,-0.7075419839491413,-0.0645370126261271,68,0.25955922798883035
36,0.1,5,0.1,0.5,0.3,0.15,0.85,1.2,10,2016-01-31,2026-01-31,0.328428380807535,0.029302108082012834,0.0653194528678114,0.14240946109634048,-0.13802940785989348,0.2122888776843547,0.6090332226225372,0.04955840609223339,0.17467737756900054,0.16921713906860844,-0.39922028638079654,-0.020256298010220553,40,0.2453336626148912
