month_end,gap_ma3,prev_gap_ma3,dyn_thr,trend_signal,pe_pct,val_weight,target_position,traded
2021-06-30,-2.3999999999999995,-2.1333333333333333,-4.933333333333333,-1,0.7927372387804043,0.015846024479118093,0.010909090909090919,False
2021-07-31,-2.9,-2.3999999999999995,-4.933333333333333,-1,0.6889345666324084,0.24232458189292724,0.010909090909090919,False
2021-08-31,-3.4999999999999987,-2.9,-4.933333333333333,-1,0.7067488866050017,0.2034569746799964,0.010909090909090919,False
2021-09-30,-3.9999999999999996,-3.4999999999999987,-4.933333333333333,-1,0.7291738087075763,0.1545298719107427,0.010909090909090919,False
2021-10-31,-4.833333333333332,-3.9999999999999996,-4.933333333333333,-1,0.7361206305688828,0.1393731696678922,0.010909090909090919,False
2021-11-30,-5.333333333333332,-4.833333333333332,-4.9399999999999995,-1,0.7104180945853324,0.19545142999563836,0.010909090909090919,False
2021-12-31,-5.633333333333333,-5.333333333333332,-4.973333333333333,-1,0.8512679917751885,0.0,0.010909090909090919,False
2022-01-31,-7.566666666666666,-5.633333333333333,-5.039999999999999,-1,0.7690198766278272,0.06759299644837706,0.010909090909090919,False
2022-02-28,-7.233333333333333,-7.566666666666666,-5.226666666666666,0,0.7843675008570449,0.03410727085735673,0.010909090909090919,False
2022-03-31,-7.0666666666666655,-7.233333333333333,-5.339999999999999,0,0.4019876627827279,0.8683905539285937,0.43419527696429683,True
2022-04-30,-4.966666666666665,-7.0666666666666655,-5.339999999999999,1,0.2406582104902297,1.2,0.96,True
2022-05-31,-5.633333333333332,-4.966666666666665,-5.406666666666666,-1,0.2960548885077187,1.09951660689225,0.21990332137845,True
2022-06-30,-5.833333333333332,-5.633333333333332,-5.579999999999999,-1,0.4744600617072335,0.710268956275127,0.1420537912550254,True
2022-07-31,-5.8,-5.833333333333332,-5.633333333333332,0,0.3304765169694892,1.024414872066569,0.5122074360332844,True
2022-08-31,-5.666666666666665,-5.8,-5.64,0,0.3153925265683922,1.0573253965780534,0.5122074360332844,False
2022-09-30,-5.699999999999998,-5.666666666666665,-5.673333333333332,-1,0.21103117505995203,1.2,0.24,True
2022-10-31,-5.933333333333333,-5.699999999999998,-5.719999999999999,-1,0.16518163125428376,1.2,0.24,False
2022-11-30,-6.499999999999999,-5.933333333333333,-5.8,-1,0.2586502226789997,1.1811267868821824,0.24,False
2022-12-31,-6.599999999999999,-6.499999999999999,-5.806666666666667,-1,0.28331620417951353,1.1273100999719703,0.24,False
2023-01-31,-6.566666666666666,-6.599999999999999,-5.833333333333332,0,0.4358270418668497,0.7945591813814189,0.39727959069070945,True
2023-02-28,-6.333333333333333,-6.566666666666666,-5.853333333333333,0,0.4172661870503597,0.8350555918901242,0.39727959069070945,False
2023-03-31,-6.8666666666666645,-6.333333333333333,-5.946666666666666,-1,0.2935936964713943,1.1048864804260485,0.22097729608520972,True
2023-04-30,-7.266666666666666,-6.8666666666666645,-6.026666666666666,-1,0.35136986301369866,0.9788293897882937,0.22097729608520972,False
2023-05-31,-7.199999999999998,-7.266666666666666,-6.173333333333333,0,0.23235092529129542,1.2,0.6,True
2023-06-30,-7.399999999999999,-7.199999999999998,-6.366666666666666,-1,0.24305793623585875,1.2,0.24,True
2023-07-31,-7.833333333333331,-7.399999999999999,-6.513333333333333,-1,0.3439643347050754,0.9949869060980173,0.24,False
2023-08-31,-8.33333333333333,-7.833333333333331,-6.573333333333333,-1,0.21460404525197121,1.2,0.24,False
2023-09-30,-8.33333333333333,-8.33333333333333,-6.6533333333333315,-1,0.19910897875257025,1.2,0.24,False
2023-10-31,-8.33333333333333,-8.33333333333333,-6.8666666666666645,-1,0.18375042852245457,1.2,0.24,False
2023-11-30,-8.433333333333332,-8.33333333333333,-6.8999999999999995,-1,0.1741515255399383,1.2,0.24,False
2023-12-31,-8.499999999999998,-8.433333333333332,-7.039999999999999,-1,0.17278025368529312,1.2,0.24,False
2024-01-31,-6.633333333333332,-8.499999999999998,-6.906666666666666,1,0.1498460485802258,1.2,0.96,True
2024-02-29,-6.233333333333331,-6.633333333333332,-6.9066666666666645,1,0.22386013027082619,1.2,0.96,False
2024-03-31,-5.833333333333332,-6.233333333333331,-6.9066666666666645,1,0.31504970860473086,1.0580733630442234,0.8464586904353788,True
2024-04-30,-7.766666666666666,-5.833333333333332,-7.093333333333332,-1,0.39376285126799176,0.8863355972334725,0.17726711944669452,True
2024-05-31,-8.999999999999998,-7.766666666666666,-7.206666666666665,-1,0.36921494686321565,0.9398946613893475,0.17726711944669452,False
2024-06-30,-10.33333333333333,-8.999999999999998,-7.24,-1,0.34281796366129585,0.9974880792844453,0.17726711944669452,False
2024-07-31,-11.766666666666664,-10.33333333333333,-7.293333333333332,-1,0.29345217689406927,1.1051952504129399,0.17726711944669452,False
2024-08-31,-12.566666666666663,-11.766666666666664,-7.433333333333332,-1,0.23688721288995543,1.2,0.24,True
2024-09-30,-13.566666666666663,-12.566666666666663,-7.6066666666666665,-1,0.634866163349348,0.36029200723778626,0.07205840144755725,True
2024-10-31,-13.799999999999997,-13.566666666666663,-7.7799999999999985,-1,0.5478559176672384,0.55013254327148,0.07205840144755725,False
2024-11-30,-12.866666666666665,-13.799999999999997,-7.933333333333331,0,0.5571183533447684,0.5299235927023235,0.26496179635116174,True
2024-12-31,-11.033333333333331,-12.866666666666665,-8.33333333333333,0,0.6322469982847342,0.36600654919694364,0.18300327459847182,True
2025-01-31,-8.699999999999998,-11.033333333333331,-8.33333333333333,0,0.5493827160493827,0.5468013468013468,0.2734006734006734,True
